matricula_id,cedula,institucion,programa,estado,fecha_inicio,intensidad_horaria
MAT-00000221,1130597348,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2024-12-15 21:40:40.464319,24
MAT-00000222,1090036253,Colegio Nacional Loperena,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-01-14 21:40:38.976270,32
MAT-00000223,1115346171,SENA Regional Bogotá,Medicina,VIGENTE,2025-07-13 21:40:40.139453,28
MAT-00000224,1005333640,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-01-20 21:40:39.346701,25
MAT-00000225,1141377863,Colegio Distrital San Francisco,Administración de Empresas,VIGENTE,2024-02-19 21:40:39.713098,31
MAT-00000226,1112110364,SENA Regional Antioquia,Arquitectura,VIGENTE,2024-01-20 21:40:40.576576,34
MAT-00000227,1099830666,SENA Regional Valle del Cauca,Psicología,VIGENTE,2024-11-15 21:40:39.726956,20
MAT-00000228,1120709529,Institución Educativa José María Córdoba,Enfermería,INACTIVA,2025-06-13 21:40:39.070390,0
MAT-00000229,1136980331,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,INACTIVA,2025-04-14 21:40:39.866501,0
MAT-00000230,1140506935,Instituto Digital Global,Economía,VIGENTE,2024-06-18 21:40:41.178409,22
MAT-00000231,713641,SENA Regional Bogotá,Arquitectura,VIGENTE,2024-09-16 21:40:41.108761,33
MAT-00000232,1117974649,SENA Regional Atlántico,Ingeniería Civil,INACTIVA,2023-12-21 21:40:38.964420,0
MAT-00000233,1094308864,SENA Regional Valle del Cauca,Ingeniería Civil,VIGENTE,2025-07-13 21:40:39.301298,25
MAT-00000234,1137546621,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-08-12 21:40:40.659421,30
MAT-00000235,1133727265,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2024-02-19 21:40:40.030584,20
MAT-00000236,1116581441,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-03-15 21:40:39.279534,31
MAT-00000237,1136650490,Institución Educativa José María Córdoba,Ingeniería de Sistemas,VIGENTE,2025-08-12 21:40:39.560519,37
MAT-00000238,1125411064,Colegio Distrital San Francisco,Medicina,VIGENTE,2024-07-18 21:40:40.938065,35
MAT-00000239,1141911761,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-06-18 21:40:38.766595,36
MAT-00000240,1134574588,SENA Regional Atlántico,Administración de Empresas,VIGENTE,2024-04-19 21:40:40.379095,39
MAT-00000241,1118943061,Universidad Virtual del Caribe Online,Ingeniería Civil,VIGENTE,2024-02-19 21:40:41.146791,34
MAT-00000242,1138357365,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-11-10 21:40:39.964529,25
MAT-00000243,1132464965,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:38.913499,40
MAT-00000244,1149843614,Colegio Departamental Simón Bolívar,Arquitectura,VIGENTE,2024-03-20 21:40:40.483192,39
MAT-00000245,1126356874,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2024-03-20 21:40:38.600045,36
MAT-00000246,1111847023,SENA Regional Bogotá,Ingeniería de Sistemas,VIGENTE,2024-02-19 21:40:39.819948,29
MAT-00000247,1088771989,SENA Regional Antioquia,Ingeniería Civil,VIGENTE,2025-11-10 21:40:39.195914,20
MAT-00000248,1103931330,SENA Regional Bogotá,Contaduría Pública,VIGENTE,2024-06-18 21:40:39.040673,29
MAT-00000249,1090124419,SENA Regional Atlántico,Psicología,VIGENTE,2024-02-19 21:40:40.554337,21
MAT-00000250,1117840651,SENA Regional Antioquia,Enfermería,VIGENTE,2024-07-18 21:40:39.743703,24
MAT-00000251,1084732837,SENA Regional Bogotá,Arquitectura,VIGENTE,2024-08-17 21:40:40.243833,28
MAT-00000252,1137555263,Colegio Nacional Loperena,Psicología,VIGENTE,2025-01-14 21:40:39.178003,23
MAT-00000253,1126963980,SENA Regional Bogotá,Administración de Empresas,VIGENTE,2024-08-17 21:40:38.788485,25
MAT-00000254,1108491024,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2023-12-21 21:40:39.086206,38
MAT-00000255,1144257683,SENA Regional Bogotá,Contaduría Pública,INACTIVA,2025-11-10 21:40:41.311672,0
MAT-00000256,1142249211,SENA Regional Bogotá,Contaduría Pública,INACTIVA,2025-09-11 21:40:40.363594,0
MAT-00000257,1121052854,SENA Regional Antioquia,Enfermería,VIGENTE,2025-08-12 21:40:40.920342,34
MAT-00000258,1006514292,Universidad Virtual del Caribe Online,Tecnología en Contabilidad y Finanzas,INACTIVA,2025-11-10 21:40:41.125384,0
MAT-00000259,719684,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-01-14 21:40:41.063656,39
MAT-00000260,1130780622,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-05-19 21:40:39.598139,34
MAT-00000261,1114646364,SENA Regional Bogotá,Administración de Empresas,VIGENTE,2025-02-13 21:40:39.329288,27
MAT-00000262,1130145198,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2025-05-14 21:40:40.822004,33
MAT-00000263,1244098725,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2024-09-16 21:40:41.044434,25
MAT-00000264,1140156320,SENA Regional Valle del Cauca,Ingeniería de Sistemas,VIGENTE,2025-07-13 21:40:39.244701,33
MAT-00000265,1128431748,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2024-05-19 21:40:40.655587,29
MAT-00000266,1143437437,SENA Regional Antioquia,Ingeniería Civil,VIGENTE,2024-03-20 21:40:39.130237,22
MAT-00000267,1079526622,Institución Educativa José María Córdoba,Enfermería,VIGENTE,2025-05-14 21:40:38.559798,33
MAT-00000268,1059458688,Colegio Departamental Simón Bolívar,Enfermería,VIGENTE,2024-02-19 21:40:39.178601,36
MAT-00000269,1108839334,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2025-01-14 21:40:39.871597,32
MAT-00000270,1128458064,Colegio Nacional Loperena,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-03-15 21:40:38.712190,35
MAT-00000271,1104003553,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2023-12-21 21:40:41.322904,30
MAT-00000272,1121829782,Colegio Nacional Loperena,Psicología,VIGENTE,2025-10-11 21:40:38.748792,23
MAT-00000273,1142820362,Colegio Nacional Loperena,Ingeniería de Sistemas,VIGENTE,2025-10-11 21:40:40.269858,21
MAT-00000274,1113452770,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-11-15 21:40:39.675797,20
MAT-00000275,1128371463,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-07-13 21:40:39.583447,33
MAT-00000276,1074229731,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2024-01-20 21:40:40.886282,36
MAT-00000277,1085940108,SENA Regional Atlántico,Derecho,VIGENTE,2024-09-16 21:40:39.971796,25
MAT-00000278,1134934668,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2025-05-14 21:40:41.287364,30
MAT-00000279,1103916437,SENA Regional Bogotá,Ingeniería de Sistemas,VIGENTE,2025-09-11 21:40:38.822828,38
MAT-00000280,1088762242,SENA Regional Antioquia,Derecho,VIGENTE,2024-09-16 21:40:39.512661,38
MAT-00000281,1136257568,SENA Regional Valle del Cauca,Derecho,VIGENTE,2024-03-20 21:40:38.764620,28
MAT-00000282,1135436501,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-08-17 21:40:39.577544,31
MAT-00000283,1113869730,SENA Regional Atlántico,Medicina,VIGENTE,2025-10-11 21:40:38.776252,31
MAT-00000284,1140095088,Institución Educativa José María Córdoba,Enfermería,VIGENTE,2025-05-14 21:40:38.591585,38
MAT-00000285,1130674725,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2025-04-14 21:40:39.850156,22
MAT-00000286,1123228200,Colegio Nacional Loperena,Ingeniería de Sistemas,VIGENTE,2025-05-14 21:40:40.216418,33
MAT-00000287,1139103482,SENA Regional Bogotá,Enfermería,VIGENTE,2025-10-11 21:40:40.239854,26
MAT-00000288,1127715326,SENA Regional Antioquia,Ingeniería de Sistemas,VIGENTE,2025-02-13 21:40:40.969914,34
MAT-00000289,1128599361,Institución Educativa José María Córdoba,Ingeniería de Sistemas,VIGENTE,2025-03-15 21:40:40.005474,21
MAT-00000290,1143420488,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-01-20 21:40:39.790730,24
MAT-00000291,1291307329,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2025-08-12 21:40:41.046139,31
MAT-00000292,1120067105,Colegio Departamental Simón Bolívar,Ingeniería de Sistemas,VIGENTE,2024-09-16 21:40:40.964233,34
MAT-00000293,1105415303,SENA Regional Bogotá,Derecho,VIGENTE,2024-06-18 21:40:40.445067,23
MAT-00000294,1143502162,Colegio Distrital San Francisco,Arquitectura,INACTIVA,2025-07-13 21:40:41.246295,0
MAT-00000295,1122720044,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-12-15 21:40:38.908284,21
MAT-00000296,1126708544,Colegio Distrital San Francisco,Enfermería,VIGENTE,2025-08-12 21:40:40.014107,20
MAT-00000297,1147796781,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2025-03-15 21:40:41.215263,32
MAT-00000298,1142730179,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2024-04-19 21:40:39.059761,40
MAT-00000299,1108827327,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-07-13 21:40:40.982033,35
MAT-00000300,1121580386,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2025-08-12 21:40:38.811088,26
MAT-00000301,1144964088,Academia Superior de Gestión,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-10-11 21:40:41.183417,33
MAT-00000302,1120608832,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-03-20 21:40:40.623269,36
MAT-00000303,1140699723,SENA Regional Atlántico,Ingeniería Civil,VIGENTE,2025-06-13 21:40:40.587752,24
MAT-00000304,1121596014,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2024-04-19 21:40:40.623753,37
MAT-00000305,1122826868,Colegio Departamental Simón Bolívar,Administración de Empresas,VIGENTE,2025-02-13 21:40:39.823094,32
MAT-00000306,1088117215,Colegio Nacional Loperena,Arquitectura,VIGENTE,2025-07-13 21:40:40.296441,22
MAT-00000307,1142407471,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2024-11-15 21:40:40.953643,38
MAT-00000308,1083985394,SENA Regional Bogotá,Administración de Empresas,INACTIVA,2025-09-11 21:40:39.201824,0
MAT-00000309,1138582239,SENA Regional Atlántico,Medicina,VIGENTE,2025-05-14 21:40:40.489888,27
MAT-00000310,1144363928,SENA Regional Bogotá,Psicología,VIGENTE,2024-02-19 21:40:39.171508,35
MAT-00000311,1115198160,SENA Regional Atlántico,Enfermería,VIGENTE,2024-04-19 21:40:39.923118,40
MAT-00000312,1104160750,SENA Regional Antioquia,Arquitectura,VIGENTE,2024-06-18 21:40:39.209452,21
MAT-00000313,1135682570,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2024-06-18 21:40:38.796504,32
MAT-00000314,1146139961,Colegio Distrital San Francisco,Medicina,VIGENTE,2025-06-13 21:40:40.311408,38
MAT-00000315,1105578371,SENA Regional Valle del Cauca,Enfermería,VIGENTE,2024-11-15 21:40:40.747233,37
MAT-00000316,1126883656,Colegio Distrital San Francisco,Derecho,VIGENTE,2024-09-16 21:40:39.854015,38
MAT-00000317,1144183006,Colegio Distrital San Francisco,Ingeniería de Sistemas,VIGENTE,2024-09-16 21:40:40.225590,39
MAT-00000318,1106527985,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2024-07-18 21:40:39.291166,23
MAT-00000319,1214451637,Colegio Nacional Loperena,Derecho,VIGENTE,2024-01-20 21:40:41.045738,21
MAT-00000320,1042467541,Colegio Nacional Loperena,Derecho,VIGENTE,2024-03-20 21:40:38.597600,23
MAT-00000321,1124363671,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2024-10-16 21:40:40.626370,40
MAT-00000322,1098025980,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2025-06-13 21:40:38.959224,29
MAT-00000323,345883,SENA Regional Bogotá,Ingeniería Civil,VIGENTE,2025-04-14 21:40:41.029130,36
MAT-00000324,1120139066,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2025-01-14 21:40:40.279216,33
MAT-00000325,1149305153,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-09-11 21:40:39.856592,30
MAT-00000326,1077184976,Colegio Nacional Loperena,Ingeniería de Sistemas,VIGENTE,2025-03-15 21:40:39.436829,25
MAT-00000327,1118155492,SENA Regional Atlántico,Administración de Empresas,VIGENTE,2024-10-16 21:40:38.926310,40
MAT-00000328,1149957868,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-12-15 21:40:40.235639,29
MAT-00000329,1108722255,SENA Regional Antioquia,Ingeniería Civil,VIGENTE,2024-07-18 21:40:40.858801,26
MAT-00000330,1118355512,SENA Regional Antioquia,Psicología,VIGENTE,2024-10-16 21:40:40.406743,24
MAT-00000331,1141007381,SENA Regional Bogotá,Enfermería,VIGENTE,2025-07-13 21:40:39.474259,21
MAT-00000332,1041948011,Institución Educativa José María Córdoba,Derecho,VIGENTE,2024-03-20 21:40:38.619694,40
MAT-00000333,1116505583,SENA Regional Atlántico,Derecho,VIGENTE,2025-06-13 21:40:39.742383,35
MAT-00000334,1110864907,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-10-11 21:40:40.923483,38
MAT-00000335,1092197654,Colegio Nacional Loperena,Enfermería,VIGENTE,2025-06-13 21:40:39.914306,30
MAT-00000336,1137212821,SENA Regional Bogotá,Economía,VIGENTE,2024-11-15 21:40:39.587963,20
MAT-00000337,1101037421,SENA Regional Antioquia,Administración de Empresas,VIGENTE,2025-02-13 21:40:40.421662,31
MAT-00000338,1108376821,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2024-12-15 21:40:41.231265,36
MAT-00000339,1006841634,Colegio Distrital San Francisco,Economía,VIGENTE,2025-01-14 21:40:38.998124,37
MAT-00000340,1138954070,Colegio Departamental Simón Bolívar,Medicina,VIGENTE,2024-09-16 21:40:38.870442,36
MAT-00000341,1126439152,SENA Regional Antioquia,Administración de Empresas,VIGENTE,2024-08-17 21:40:38.975228,36
MAT-00000342,1145424641,SENA Regional Antioquia,Psicología,VIGENTE,2024-07-18 21:40:39.397674,29
MAT-00000343,1115610462,SENA Regional Bogotá,Tecnología en Sistemas,INACTIVA,2024-12-15 21:40:39.566191,0
MAT-00000344,1138382092,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,INACTIVA,2024-09-16 21:40:40.064976,0
MAT-00000345,1020276862,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2025-07-13 21:40:39.910799,28
MAT-00000346,1120719885,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2024-03-20 21:40:38.730477,37
MAT-00000347,1120401727,Institución Educativa José María Córdoba,Ingeniería de Sistemas,VIGENTE,2025-11-10 21:40:40.928029,30
MAT-00000348,1118144851,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-04-14 21:40:40.202216,24
MAT-00000349,1135931756,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2025-01-14 21:40:38.764026,23
MAT-00000350,1047007876,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-02-13 21:40:39.682572,37
MAT-00000351,1128128866,Colegio Departamental Simón Bolívar,Psicología,VIGENTE,2025-10-11 21:40:39.670760,22
MAT-00000352,1104608692,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2024-10-16 21:40:39.016812,38
MAT-00000353,1103652209,SENA Regional Valle del Cauca,Derecho,VIGENTE,2024-12-15 21:40:40.452331,27
MAT-00000354,1132312816,SENA Regional Bogotá,Tecnología en Sistemas,INACTIVA,2024-07-18 21:40:39.740444,0
MAT-00000355,1149437118,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2024-02-19 21:40:41.217834,32
MAT-00000356,1101087851,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2025-02-13 21:40:40.609773,32
MAT-00000357,1289436642,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:41.019759,27
MAT-00000358,1130843987,SENA Regional Antioquia,Derecho,VIGENTE,2025-08-12 21:40:39.273272,22
MAT-00000359,1135713270,Colegio Distrital San Francisco,Contaduría Pública,VIGENTE,2025-09-11 21:40:39.306870,35
MAT-00000360,1100230890,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2025-05-14 21:40:40.577943,40
MAT-00000361,1128616628,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2024-09-16 21:40:40.352541,31
MAT-00000362,1088818141,SENA Regional Atlántico,Contaduría Pública,VIGENTE,2024-09-16 21:40:38.939196,24
MAT-00000363,1127574492,SENA Regional Antioquia,Psicología,VIGENTE,2025-05-14 21:40:40.855507,38
MAT-00000364,1114089744,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2024-03-20 21:40:38.598569,30
MAT-00000365,1248148597,SENA Regional Valle del Cauca,Ingeniería de Sistemas,VIGENTE,2025-09-11 21:40:41.067047,22
MAT-00000366,1065073503,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2025-04-14 21:40:40.515509,40
MAT-00000367,1137933290,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2024-04-19 21:40:39.833915,37
MAT-00000368,1291428384,Institución Educativa José María Córdoba,Tecnología en Gestión Administrativa,VIGENTE,2024-09-16 21:40:41.083394,39
MAT-00000369,1149194691,SENA Regional Valle del Cauca,Administración de Empresas,VIGENTE,2025-03-15 21:40:38.768595,29
MAT-00000370,1132729774,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-08-12 21:40:40.858577,31
MAT-00000371,1137803199,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-09-11 21:40:39.957398,37
MAT-00000372,1135658410,SENA Regional Atlántico,Contaduría Pública,VIGENTE,2025-08-12 21:40:40.554392,32
MAT-00000373,1131946125,SENA Regional Bogotá,Tecnología en Gestión Administrativa,INACTIVA,2025-03-15 21:40:40.214533,0
MAT-00000374,1137836964,Centro Educativo Los Pinos,Tecnología en Gestión Administrativa,VIGENTE,2025-05-14 21:40:41.177030,21
MAT-00000375,1122217787,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-11-10 21:40:40.220602,38
MAT-00000376,1147271642,Colegio Departamental Simón Bolívar,Ingeniería Civil,VIGENTE,2025-10-11 21:40:39.529050,38
MAT-00000377,1133979591,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-06-18 21:40:39.940084,21
MAT-00000378,1127049140,SENA Regional Antioquia,Administración de Empresas,VIGENTE,2025-03-15 21:40:39.662719,40
MAT-00000379,1103422054,Academia Superior de Gestión,Tecnología en Gestión Administrativa,VIGENTE,2025-06-23 21:40:41.152132,22
MAT-00000380,1127420666,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-10-16 21:40:39.209233,39
MAT-00000381,1110092682,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2024-08-17 21:40:40.463227,39
MAT-00000382,1137771175,SENA Regional Atlántico,Enfermería,VIGENTE,2024-11-15 21:40:39.217584,32
MAT-00000383,1109713423,SENA Regional Bogotá,Contaduría Pública,INACTIVA,2024-03-20 21:40:39.391524,0
MAT-00000384,1105467338,Instituto Digital Global,Tecnología en Gestión Administrativa,VIGENTE,2024-07-05 21:40:41.172809,20
MAT-00000385,1096781186,SENA Regional Bogotá,Psicología,VIGENTE,2024-09-16 21:40:40.312018,23
MAT-00000386,1127578584,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-11-15 21:40:38.704991,22
MAT-00000387,1127373944,Colegio Distrital San Francisco,Ingeniería Civil,VIGENTE,2024-09-16 21:40:39.429654,31
MAT-00000388,1122598232,Colegio Departamental Simón Bolívar,Ingeniería de Sistemas,VIGENTE,2024-01-20 21:40:38.910143,35
